"id","source","channel","preferred_lang","state","ip","user_agent","submitted_on","recorded_on","cron_id"
"aa14efda-2a58-4724-930b-637f925684bc","web","web","mar","Maharashtra","103.232.25.142","Mozilla/5.0 (Linux; Android 12; RMX2156) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 16:27:05.059+05:30","2022-07-09 16:27:06.389+05:30",14651
"34140107-e307-4cf7-b7e0-10c638e223b5","web","web","en","Telangana","183.83.141.139","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","2022-07-09 17:08:10.125+05:30","2022-07-09 17:08:10.683+05:30",14674
"e4393308-47d4-4948-aa88-8e425f1f9497","email","web","hin","Chhattisgarh","27.62.151.95","Mozilla/5.0 (Linux; Android 7.1.1; Redmi Note 5 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36","2022-07-09 17:37:32.477+05:30","2022-07-09 17:37:33.941+05:30",14696
"f4fc5145-78d1-412a-8132-3b9e153b39e8","whatsapp","web","en","Uttarakhand","132.154.72.129","Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J730GM) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/17.0 Chrome/96.0.4664.104 Mobile Safari/537.36","2022-07-09 18:59:29.838+05:30","2022-07-09 18:59:32.421+05:30",14768
"4833360c-67ae-49fa-acdd-60b7675ad6f1","whatsapp","web","en","Punjab","157.39.43.245","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A315F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36","2022-07-11 11:23:54.127+05:30","2022-07-11 11:23:57.551+05:30",15810
"656c07a3-797f-42d6-ab57-dc75fb5aa683","whatsapp","web","en","Punjab","106.220.108.40","Mozilla/5.0 (Linux; Android 11; SM-A707F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-11 11:28:38.329+05:30","2022-07-11 11:28:38.105+05:30",15813
"cf6a66da-67bc-4b5d-bd0c-e4f47c1a8a5b","whatsapp","web","ben","Tripura","14.139.200.114","Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-M307F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/17.0 Chrome/96.0.4664.104 Mobile Safari/537.36","2022-07-11 11:51:29.013+05:30","2022-07-11 11:51:30.589+05:30",15836
"1ad25ff3-d0ca-486f-a8ae-b2a56ab69474","web","web","en","Telangana","157.47.22.182","Mozilla/5.0 (Linux; Android 12; V2040) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.71 Mobile Safari/537.36","2022-07-11 12:52:25.058+05:30","2022-07-11 12:52:27.019+05:30",15907
"7b306d0f-1e61-40cb-af8e-cefde5ec1469","whatsapp","web","en","Uttar Pradesh","47.15.20.94","Mozilla/5.0 (Linux; Android 11; V2033) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.87 Mobile Safari/537.36","2022-07-11 12:58:25.36+05:30","2022-07-11 12:58:27.735+05:30",15915
"3855aa12-b772-47a0-a94e-d9bd73fdd97d","whatsapp","web","hin","Uttar Pradesh","47.9.116.11","Mozilla/5.0 (Linux; Android 12; SM-M215F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.87 Mobile Safari/537.36","2022-07-11 13:13:07.518+05:30","2022-07-11 13:13:09.634+05:30",15930
"a33f5990-c4f5-44f8-bc57-10e5dd050e12","whatsapp","web","en","Assam","47.29.173.82","Mozilla/5.0 (Linux; Android 11; M2101K7AI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36","2022-07-11 15:44:03.51+05:30","2022-07-11 15:44:06.34+05:30",16045
"b5a8e40c-9cd6-4755-98be-2ec7ed0f5153","whatsapp","web","hin","Rajasthan","157.38.43.87","Mozilla/5.0 (Linux; Android 11; SM-M317F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36","2022-07-11 16:43:31.792+05:30","2022-07-11 16:43:32.814+05:30",16067
"6ecab3c9-8e0a-43e1-a688-68bfc4681d80","whatsapp","web","hin","Karnataka","106.76.18.184","Mozilla/5.0 (Linux; U; Android 10; en-us; RMX3063 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.8.5.1","2022-07-11 22:14:51.789+05:30","2022-07-11 16:45:23.063+05:30",16068
"4ced469e-1c26-4274-ba83-b981d4bd788b","whatsapp","web","hin","Rajasthan","106.205.194.238","Mozilla/5.0 (Linux; Android 10; Redmi Note 9 Pro Max) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-11 16:54:32.339+05:30","2022-07-11 16:54:34.064+05:30",16078
"c2ca13a9-595e-40bb-86fc-4f0ee587ca42","whatsapp","web","hin","Rajasthan","157.38.108.155","Mozilla/5.0 (Linux; U; Android 8.1.0; en-gb; CPH1803 Build/OPM1.171019.026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/15.8.6.1","2022-07-11 18:12:20.845+05:30","2022-07-11 18:12:22.617+05:30",16156
"dc26530d-7054-4ae6-a9b3-41d30ffecc86","whatsapp","web","en","Tripura","49.36.118.43","Mozilla/5.0 (Linux; Android 11; moto g(40) fusion) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-11 23:14:39.797+05:30","2022-07-11 23:14:41.469+05:30",16418
"7b9a4087-88ae-447f-91d0-b2721542ff31","whatsapp","web","hin","Rajasthan","106.205.195.138","Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-12 09:10:37.977+05:30","2022-07-12 09:10:42.09+05:30",16491
"5b99860b-a3ee-4ff0-a19e-22d01c68f0a5","web","web","hin","Rajasthan","157.38.248.177","Mozilla/5.0 (Linux; Android 11; CPH2095) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.70 Mobile Safari/537.36","2022-07-12 09:41:53.012+05:30","2022-07-12 09:41:55.479+05:30",16518
"e2a6c9bb-72fe-4cbb-a201-ddb3ffec0528","whatsapp","web","hin","Rajasthan","157.38.102.171","Mozilla/5.0 (Linux; Android 11; RMX1971) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36","2022-07-12 09:48:35.732+05:30","2022-07-12 09:46:26.035+05:30",16523
"465e2d9e-402a-481f-85d9-2239c9d03216","whatsapp","web","en","Rajasthan","157.38.47.199","Mozilla/5.0 (Linux; Android 8.1.0; SM-G610F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.73 Mobile Safari/537.36","2022-07-12 09:59:55.75+05:30","2022-07-12 09:59:57.634+05:30",16539
"fb2f73a2-a867-46b3-8440-4ce846669bab","whatsapp","web","hin","Rajasthan","157.38.130.23","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1716 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/8.5.3.0","2022-07-12 10:09:15.248+05:30","2022-07-12 10:09:18.704+05:30",16549
"476ee816-e1c8-43bc-bf14-b8fae6df6f2e","web","web","en","Rajasthan","117.208.112.22","Mozilla/5.0 (Linux; Android 11; MT2111) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-12 10:09:57.059+05:30","2022-07-12 10:09:58.849+05:30",16551
"af62aee2-7979-414a-9b84-eac5de5831dd","whatsapp","web","urd","Maharashtra","106.66.28.246","Mozilla/5.0 (Linux; Android 10; Infinix X682B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 14:11:23.745+05:30","2022-07-09 14:11:24.314+05:30",14535
"3108b6b0-57d4-4d54-8379-b67bcadf132e","web","web","en","Maharashtra","157.33.103.248","Mozilla/5.0 (Linux; Android 12; SM-M315F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 14:24:55.434+05:30","2022-07-09 14:24:56.664+05:30",14543
"4df341c7-8180-498d-93c2-6aabdefa8457","web","web","en","Telangana","103.102.87.128","Mozilla/5.0 (Linux; Android 11; M2101K7AI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 15:31:25.361+05:30","2022-07-09 15:31:24.95+05:30",14607
"b0348f19-f0c0-47a0-b2fc-66f44337ed9d","whatsapp","web","en","Jharkhand","103.199.200.162","Mozilla/5.0 (Linux; Android 10; CPH2179) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 15:44:07.116+05:30","2022-07-09 15:44:06.622+05:30",14623
"4184a3d8-f0b2-4b4d-bfd9-c45a478fd2fa","whatsapp","web","urd","Maharashtra","42.107.133.87","Mozilla/5.0 (Linux; Android 11; CPH2139) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 16:07:07.836+05:30","2022-07-09 16:07:09.546+05:30",14636
"24c1af9d-8cf0-478a-a211-5963467e7920","whatsapp","web","urd","West Bengal","157.40.72.91","Mozilla/5.0 (Linux; Android 10; RMX1825) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 16:36:02.111+05:30","2022-07-09 16:36:03.033+05:30",14656
"48b46798-a848-484f-a084-94ddd520355c","whatsapp","web","urd","West Bengal","42.110.139.169","Mozilla/5.0 (Linux; Android 10; M2006C3LII) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36","2022-07-09 17:49:45.591+05:30","2022-07-09 17:49:41.43+05:30",14709
"a3910287-74b3-48dc-ba9f-1ca0c266c17d","whatsapp","web","urd","West Bengal","110.224.19.69","Mozilla/5.0 (Linux; Android 11; SM-A127F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 17:51:00.894+05:30","2022-07-09 17:51:01.655+05:30",14710
"81cbe022-edb6-4d73-a612-453edee6e19e","web","web","en","Assam","117.99.223.208","Mozilla/5.0 (Linux; Android 7.1.1; CPH1717) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 18:48:15.265+05:30","2022-07-09 18:48:17.811+05:30",14759
"7e343fb8-cd42-41d8-ad9a-427203a2c73b","whatsapp","web","en","Tamil Nadu","157.49.129.204","Mozilla/5.0 (Linux; Android 11; EB2101) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36","2022-07-09 18:52:16.418+05:30","2022-07-09 18:52:18.365+05:30",14762
"eb0972e2-ccf9-4963-a76c-5a1331c3ebeb","whatsapp","web","en","Maharashtra","103.104.94.56","Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-A528B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/17.0 Chrome/96.0.4664.104 Mobile Safari/537.36","2022-07-09 20:35:29.3+05:30","2022-07-09 20:35:30.658+05:30",14827
"03e4cafd-65df-439a-8b34-8bdbff2b1728","whatsapp","web","ben","Assam","47.29.171.131","Mozilla/5.0 (Linux; Android 12; V2055) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-11 11:50:08.778+05:30","2022-07-11 11:50:12.426+05:30",15834
"16aa442d-bc45-4eb7-9bde-e10cbaf0b2b7","whatsapp","web","en","Tripura","47.29.96.87","Mozilla/5.0 (Linux; Android 11; SM-A226B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-11 12:52:25.395+05:30","2022-07-11 12:52:29.41+05:30",15908
"b40f311d-6c28-4788-9f28-5eab69d9cf0c","whatsapp","web","hin","Rajasthan","157.38.42.97","Mozilla/5.0 (Linux; U; Android 8.1.0; en-gb; CPH1909 Build/O11019) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/15.8.6.1","2022-07-11 20:15:38.917+05:30","2022-07-11 20:15:42.704+05:30",16279
"d6d2e6ae-d336-41eb-9539-6e4ed8886512","whatsapp","web","hin","Rajasthan","157.38.131.73","Mozilla/5.0 (Linux; Android 11; RMX2151) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36","2022-07-11 20:20:51.929+05:30","2022-07-11 20:20:53.258+05:30",16284
"4fed25c4-7c70-4d77-bf4f-2190c2f4cbec","whatsapp","web","en","Bihar","103.133.67.73","Mozilla/5.0 (Linux; Android 11; motorola one fusion+) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-11 20:43:03.45+05:30","2022-07-11 20:43:05.408+05:30",16296
"5a739a8c-6b83-454b-914c-8600d070682c","whatsapp","web","hin","Rajasthan","27.58.182.16","Mozilla/5.0 (Linux; Android 12; RMX3360) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-11 20:46:41.624+05:30","2022-07-11 20:46:45.809+05:30",16300
"38e8e32a-6d30-493c-a48b-0d582db1228a","whatsapp","web","en","Rajasthan","157.38.137.221","Mozilla/5.0 (Linux; Android 10; vivo 1806; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/8.7.0.0","2022-07-11 20:51:02.249+05:30","2022-07-11 20:51:06.285+05:30",16308
"4fe77ff9-322b-42a5-9c0f-392f7d7c4ae9","whatsapp","web","urd","Bihar","223.187.136.245","Mozilla/5.0 (Linux; Android 11; vivo 1951) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.134 Mobile Safari/537.36 OPR/70.2.3653.66236","2022-07-11 20:55:22.951+05:30","2022-07-11 20:55:26.758+05:30",16316
"74f05cb5-2a85-4d6a-8126-4b8ad274a344","whatsapp","web","hin","Rajasthan","223.189.158.20","Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-E625F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/16.2 Chrome/92.0.4515.166 Mobile Safari/537.36","2022-07-11 21:04:49.125+05:30","2022-07-11 21:02:37.583+05:30",16323
"3b1d3165-7bb2-4754-89ef-438c36e39684","whatsapp","web","mar","Maharashtra","152.57.233.225","Mozilla/5.0 (Linux; Android 11; 21061119BI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36","2022-07-11 21:08:46.032+05:30","2022-07-11 21:08:48.259+05:30",16326
"85366b32-d6bf-4d63-8d27-cf678664c93b","whatsapp","web","en","Assam","223.239.91.211","Mozilla/5.0 (Linux; Android 11; RMX2001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-11 23:23:52.721+05:30","2022-07-11 23:23:55.089+05:30",16421
"212e7a25-11c2-4d4a-9457-f6f319e4943b","whatsapp","web","en","Maharashtra","103.207.56.67","Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1","2022-07-11 23:27:04.435+05:30","2022-07-11 23:27:05.499+05:30",16422
"a0916f7a-f61c-4eb5-99e2-5d7f295acb96","whatsapp","web","en","Chhattisgarh","110.224.175.194","Mozilla/5.0 (Linux; Android 12; SM-M215F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-12 10:21:34.249+05:30","2022-07-12 10:21:34.044+05:30",16561
"d8717e73-6868-4252-affe-5599f6f653c2","whatsapp","web","hin","Rajasthan","106.205.201.238","Mozilla/5.0 (Linux; Android 10; vivo 1935; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/8.5.3.0","2022-07-12 11:08:46.592+05:30","2022-07-12 11:08:49.167+05:30",16677
"661bfc09-1c29-41dd-b368-626f449307d7","whatsapp","web","en","Rajasthan","223.189.139.158","Mozilla/5.0 (Linux; U; Android 11; en-gb; RMX2189 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.8.4.1","2022-07-12 11:39:43.008+05:30","2022-07-12 11:39:42.731+05:30",16730
"0a643bfc-6e53-441c-a60d-c90759fa170b","whatsapp","web","hin","Rajasthan","157.38.48.41","Mozilla/5.0 (Linux; Android 11; CPH2373) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36","2022-07-09 14:15:43.956+05:30","2022-07-09 14:15:46.273+05:30",14536
"31c911d1-c544-482c-b31c-177492f168de","whatsapp","web","en","Maharashtra","103.195.202.216","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1","2022-07-09 14:22:05.484+05:30","2022-07-09 14:22:07.279+05:30",14538
"08c58596-daf9-4f8d-820f-a6162259e22a","whatsapp","web","hin","Rajasthan","42.105.48.28","Mozilla/5.0 (Linux; Android 11; SM-M115F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Mobile Safari/537.36","2022-07-09 14:34:07.554+05:30","2022-07-09 14:34:08.615+05:30",14556
"bea76c1b-db67-4bc8-9090-8c6577c09157","whatsapp","web","hin","Rajasthan","157.38.137.213","Mozilla/5.0 (Linux; Android 11; V2025) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Mobile Safari/537.36","2022-07-09 15:12:24.812+05:30","2022-07-09 15:12:33.537+05:30",14592
"fdb8aa30-9af8-4aaf-a7ee-389edc49aca8","whatsapp","web","hin","Rajasthan","157.38.217.118","Mozilla/5.0 (Linux; Android 12; SM-M315F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36","2022-07-09 15:19:51.159+05:30","2022-07-09 15:19:54.401+05:30",14603
"2188457c-67b5-4ae1-90fd-d9c79b9642a1","whatsapp","web","urd","West Bengal","157.40.138.120","Mozilla/5.0 (Linux; U; Android 11; zh-CN; Infinix X689 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 HiBrowser/2.3.001 UWS/ Mobile Safari/537.36","2022-07-09 15:33:03.304+05:30","2022-07-09 15:33:05.893+05:30",14609
"0719cc39-9488-4e77-b7a3-527168b70dce","whatsapp","web","urd","West Bengal","42.105.142.142","Mozilla/5.0 (Linux; Android 10; Redmi 7A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36","2022-07-09 15:35:54.322+05:30","2022-07-09 15:35:56.283+05:30",14613
"b91ee7e6-d069-4c6d-95a8-245f554f743c","web","web","urd","Telangana","157.32.221.132","Mozilla/5.0 (Linux; U; Android 11; en-US; CPH1919 Build/RKQ1.200928.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.108 UCBrowser/13.4.0.1306 Mobile Safari/537.36","2022-07-09 16:01:36.876+05:30","2022-07-09 16:01:38.998+05:30",14633
"a15dabeb-e4ff-49c1-b9be-c2f1ea0ecc41","whatsapp","web","en","Telangana","106.195.71.108","Mozilla/5.0 (Linux; Android 9; Redmi Note 6 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36","2022-07-09 19:03:16.095+05:30","2022-07-09 19:03:17.635+05:30",14772
"8b839812-6554-44b0-84ad-8fe3c27e8725","whatsapp","web","en","Bihar","117.237.197.168","Mozilla/5.0 (Linux; Android 8.0.0; AUM-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-09 20:21:04.494+05:30","2022-07-09 20:21:06.971+05:30",14813
"6fc75ff3-77d4-4d00-b25c-6ff3278541cd","whatsapp","web","doi","Andhra Pradesh","106.206.144.7","Mozilla/5.0 (Linux; Android 11; CPH2001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.88 Mobile Safari/537.36","2022-07-09 20:28:56.445+05:30","2022-07-09 20:28:57.897+05:30",14821
"59606e79-5ae6-44ca-a8bd-fbd432710a7e","whatsapp","web","hin","Rajasthan","223.233.121.183","Mozilla/5.0 (Linux; Android 11; SM-M307F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.58 Mobile Safari/537.36","2022-07-11 12:27:10.996+05:30","2022-07-11 12:27:11.786+05:30",15880
"d705ede1-8899-416b-8a9f-6dd8316c7e50","whatsapp","web","asm","Assam","47.29.171.208","Mozilla/5.0 (Linux; U; Android 8.1.0; en-us; CPH1901 Build/OPM1.171019.026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/15.8.6.1","2022-07-11 16:26:32.632+05:30","2022-07-11 16:26:37.612+05:30",16059
"cc95521f-1005-4c4f-9466-281f99b6f88f","whatsapp","web","en","Tamil Nadu","117.241.66.157","Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.22.9151.2","2022-07-11 17:50:05.955+05:30","2022-07-11 17:50:07.033+05:30",16135
"fcaf05bf-c558-466d-aae3-1837774890e8","whatsapp","web","en","Rajasthan","157.38.132.164","Mozilla/5.0 (Linux; Android 9; vivo 1723 Build/PKQ1.190118.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36 VivoBrowser/5.9.3.81","2022-07-11 19:36:14.414+05:30","2022-07-11 19:36:18.377+05:30",16244
"249504e3-5f31-408a-b48e-827ee33de75c","whatsapp","web","en","Tripura","223.179.208.24","Mozilla/5.0 (Linux; Android 11; CPH1911) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36","2022-07-11 19:55:06.892+05:30","2022-07-11 19:55:10.298+05:30",16261
"a130ce99-a77c-40bb-ae1c-31a589d796cd","whatsapp","web","en","Rajasthan","106.205.193.65","Mozilla/5.0 (Linux; Android 8.1.0; SM-G610F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36","2022-07-11 19:56:47.21+05:30","2022-07-11 19:56:50.531+05:30",16263
"83cf82db-5699-456b-a867-45a136846a52","whatsapp","web","hin","Rajasthan","157.38.235.105","Mozilla/5.0 (Linux; Android 11; V2037) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.115 Mobile Safari/537.36","2022-07-11 19:57:07.412+05:30","2022-07-11 19:57:10.628+05:30",16264
"9e0db9d3-b992-429b-95c8-2c1d444da4bb","whatsapp","web","hin","Rajasthan","106.79.202.99","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1807 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/8.5.3.0","2022-07-11 19:58:56.422+05:30","2022-07-11 19:59:00.89+05:30",16268
